stepID	filename	nameNew	riseOrig	l2Orig	h2Orig	riseNew	h2New	diffRise
256	nelli_ch	nelli_ch_rise_7_99	13.1123	161.3699	344.1556	7.9923	256.0445	5.12
257	nelli_ch	nelli_ch_rise_7_97	13.1123	161.3699	344.1556	7.9723	255.7489	5.14
258	nelli_ch	nelli_ch_rise_7_95	13.1123	161.3699	344.1556	7.9523	255.4536	5.16
259	nelli_ch	nelli_ch_rise_7_93	13.1123	161.3699	344.1556	7.9323	255.1586	5.18
260	nelli_ch	nelli_ch_rise_7_91	13.1123	161.3699	344.1556	7.9123	254.864	5.2
261	nelli_ch	nelli_ch_rise_7_89	13.1123	161.3699	344.1556	7.8923	254.5698	5.22
262	nelli_ch	nelli_ch_rise_7_87	13.1123	161.3699	344.1556	7.8723	254.2758	5.24
263	nelli_ch	nelli_ch_rise_7_85	13.1123	161.3699	344.1556	7.8523	253.9823	5.26
264	nelli_ch	nelli_ch_rise_7_83	13.1123	161.3699	344.1556	7.8323	253.689	5.28
265	nelli_ch	nelli_ch_rise_7_81	13.1123	161.3699	344.1556	7.8123	253.3961	5.3
