stepID	filename	nameNew	riseOrig	l2Orig	h2Orig	riseNew	h2New	diffRise
139	nelli_ch	nelli_ch_rise_12_417	13.112	161.369	344.153	12.417	330.611	0.695
140	nelli_ch	nelli_ch_rise_12_412	13.112	161.369	344.153	12.412	330.516	0.7
141	nelli_ch	nelli_ch_rise_12_407	13.112	161.369	344.153	12.407	330.42	0.705
142	nelli_ch	nelli_ch_rise_12_402	13.112	161.369	344.153	12.402	330.325	0.71
143	nelli_ch	nelli_ch_rise_12_397	13.112	161.369	344.153	12.397	330.229	0.715
144	nelli_ch	nelli_ch_rise_12_392	13.112	161.369	344.153	12.392	330.134	0.72
145	nelli_ch	nelli_ch_rise_12_387	13.112	161.369	344.153	12.387	330.039	0.725
146	nelli_ch	nelli_ch_rise_12_382	13.112	161.369	344.153	12.382	329.943	0.73
147	nelli_ch	nelli_ch_rise_12_377	13.112	161.369	344.153	12.377	329.848	0.735
148	nelli_ch	nelli_ch_rise_12_372	13.112	161.369	344.153	12.372	329.753	0.74
149	nelli_ch	nelli_ch_rise_12_367	13.112	161.369	344.153	12.367	329.658	0.745
150	nelli_ch	nelli_ch_rise_12_362	13.112	161.369	344.153	12.362	329.563	0.75
151	nelli_ch	nelli_ch_rise_12_357	13.112	161.369	344.153	12.357	329.467	0.755
152	nelli_ch	nelli_ch_rise_12_352	13.112	161.369	344.153	12.352	329.372	0.76
153	nelli_ch	nelli_ch_rise_12_347	13.112	161.369	344.153	12.347	329.277	0.765
154	nelli_ch	nelli_ch_rise_12_342	13.112	161.369	344.153	12.342	329.182	0.77
155	nelli_ch	nelli_ch_rise_12_337	13.112	161.369	344.153	12.337	329.087	0.775
156	nelli_ch	nelli_ch_rise_12_332	13.112	161.369	344.153	12.332	328.992	0.78
157	nelli_ch	nelli_ch_rise_12_327	13.112	161.369	344.153	12.327	328.897	0.785
158	nelli_ch	nelli_ch_rise_12_322	13.112	161.369	344.153	12.322	328.802	0.79
159	nelli_ch	nelli_ch_rise_12_317	13.112	161.369	344.153	12.317	328.707	0.795
160	nelli_ch	nelli_ch_rise_12_312	13.112	161.369	344.153	12.312	328.612	0.8
161	nelli_ch	nelli_ch_rise_12_307	13.112	161.369	344.153	12.307	328.517	0.805
162	nelli_ch	nelli_ch_rise_12_302	13.112	161.369	344.153	12.302	328.422	0.81
163	nelli_ch	nelli_ch_rise_12_297	13.112	161.369	344.153	12.297	328.327	0.815
164	nelli_ch	nelli_ch_rise_12_292	13.112	161.369	344.153	12.292	328.233	0.82
165	nelli_ch	nelli_ch_rise_12_287	13.112	161.369	344.153	12.287	328.138	0.825
166	nelli_ch	nelli_ch_rise_12_282	13.112	161.369	344.153	12.282	328.043	0.83
167	nelli_ch	nelli_ch_rise_12_277	13.112	161.369	344.153	12.277	327.948	0.835
168	nelli_ch	nelli_ch_rise_12_272	13.112	161.369	344.153	12.272	327.854	0.84
169	nelli_ch	nelli_ch_rise_12_267	13.112	161.369	344.153	12.267	327.759	0.845
170	nelli_ch	nelli_ch_rise_12_262	13.112	161.369	344.153	12.262	327.664	0.85
171	nelli_ch	nelli_ch_rise_12_257	13.112	161.369	344.153	12.257	327.57	0.855
172	nelli_ch	nelli_ch_rise_12_252	13.112	161.369	344.153	12.252	327.475	0.86
173	nelli_ch	nelli_ch_rise_12_247	13.112	161.369	344.153	12.247	327.381	0.865
174	nelli_ch	nelli_ch_rise_12_242	13.112	161.369	344.153	12.242	327.286	0.87
175	nelli_ch	nelli_ch_rise_12_237	13.112	161.369	344.153	12.237	327.192	0.875
176	nelli_ch	nelli_ch_rise_12_232	13.112	161.369	344.153	12.232	327.097	0.88
177	nelli_ch	nelli_ch_rise_12_227	13.112	161.369	344.153	12.227	327.003	0.885
178	nelli_ch	nelli_ch_rise_12_222	13.112	161.369	344.153	12.222	326.908	0.89
179	nelli_ch	nelli_ch_rise_12_217	13.112	161.369	344.153	12.217	326.814	0.895
180	nelli_ch	nelli_ch_rise_12_212	13.112	161.369	344.153	12.212	326.719	0.9
181	nelli_ch	nelli_ch_rise_12_207	13.112	161.369	344.153	12.207	326.625	0.905
182	nelli_ch	nelli_ch_rise_12_202	13.112	161.369	344.153	12.202	326.531	0.91
183	nelli_ch	nelli_ch_rise_12_197	13.112	161.369	344.153	12.197	326.436	0.915
184	nelli_ch	nelli_ch_rise_12_192	13.112	161.369	344.153	12.192	326.342	0.92
185	nelli_ch	nelli_ch_rise_12_187	13.112	161.369	344.153	12.187	326.248	0.925
186	nelli_ch	nelli_ch_rise_12_182	13.112	161.369	344.153	12.182	326.154	0.93
187	nelli_ch	nelli_ch_rise_12_177	13.112	161.369	344.153	12.177	326.06	0.935
188	nelli_ch	nelli_ch_rise_12_172	13.112	161.369	344.153	12.172	325.965	0.94
189	nelli_ch	nelli_ch_rise_12_167	13.112	161.369	344.153	12.167	325.871	0.945
190	nelli_ch	nelli_ch_rise_12_162	13.112	161.369	344.153	12.162	325.777	0.95
191	nelli_ch	nelli_ch_rise_12_157	13.112	161.369	344.153	12.157	325.683	0.955
192	nelli_ch	nelli_ch_rise_12_152	13.112	161.369	344.153	12.152	325.589	0.96
193	nelli_ch	nelli_ch_rise_12_147	13.112	161.369	344.153	12.147	325.495	0.965
194	nelli_ch	nelli_ch_rise_12_142	13.112	161.369	344.153	12.142	325.401	0.97
195	nelli_ch	nelli_ch_rise_12_137	13.112	161.369	344.153	12.137	325.307	0.975
196	nelli_ch	nelli_ch_rise_12_132	13.112	161.369	344.153	12.132	325.213	0.98
197	nelli_ch	nelli_ch_rise_12_127	13.112	161.369	344.153	12.127	325.119	0.985
198	nelli_ch	nelli_ch_rise_12_122	13.112	161.369	344.153	12.122	325.025	0.99
